New Moon,First Quarter,Full Moon,Third Quarter
1965-03-03T00:00:00,1965-03-10T00:00:00,1965-03-17T00:00:00,1965-03-24T00:00:00
1965-04-01T00:00:00,1965-04-08T00:00:00,1965-04-15T00:00:00,1965-04-23T00:00:00
1965-05-01T00:00:00,1965-05-08T00:00:00,1965-05-15T00:00:00,1965-05-23T00:00:00
1965-05-30T00:00:00,1965-06-06T00:00:00,1965-06-13T00:00:00,1965-06-22T00:00:00
1965-06-29T00:00:00,1965-07-05T00:00:00,1965-07-13T00:00:00,1965-07-21T00:00:00
1965-07-28T00:00:00,1965-08-04T00:00:00,1965-08-12T00:00:00,1965-08-20T00:00:00
1965-08-26T00:00:00,1965-09-02T00:00:00,1965-09-10T00:00:00,1965-09-18T00:00:00
1965-09-25T00:00:00,1965-10-02T00:00:00,1965-10-10T00:00:00,1965-10-17T00:00:00
1965-10-24T00:00:00,1965-11-01T00:00:00,1965-11-09T00:00:00,1965-11-15T00:00:00
1965-11-23T00:00:00,1965-12-01T00:00:00,1965-12-08T00:00:00,1965-12-15T00:00:00
1965-12-22T00:00:00,1965-12-30T00:00:00,None,None
None,None,1966-01-07T00:00:00,1966-01-13T00:00:00
1966-01-21T00:00:00,1966-01-29T00:00:00,1966-02-05T00:00:00,1966-02-12T00:00:00
1966-02-20T00:00:00,1966-02-28T00:00:00,1966-03-06T00:00:00,1966-03-13T00:00:00
1966-03-22T00:00:00,1966-03-29T00:00:00,1966-04-05T00:00:00,1966-04-12T00:00:00
1966-04-20T00:00:00,1966-04-28T00:00:00,1966-05-04T00:00:00,1966-05-12T00:00:00
1966-05-20T00:00:00,1966-05-27T00:00:00,1966-06-03T00:00:00,1966-06-11T00:00:00
1966-06-18T00:00:00,1966-06-25T00:00:00,1966-07-02T00:00:00,1966-07-10T00:00:00
1966-07-18T00:00:00,1966-07-24T00:00:00,1966-08-01T00:00:00,1966-08-09T00:00:00
1966-08-16T00:00:00,1966-08-23T00:00:00,1966-08-30T00:00:00,1966-09-07T00:00:00
1966-09-14T00:00:00,1966-09-21T00:00:00,1966-09-29T00:00:00,1966-10-07T00:00:00
1966-10-14T00:00:00,1966-10-21T00:00:00,1966-10-29T00:00:00,1966-11-05T00:00:00
1966-11-12T00:00:00,1966-11-19T00:00:00,1966-11-28T00:00:00,1966-12-05T00:00:00
1966-12-12T00:00:00,1966-12-19T00:00:00,1966-12-27T00:00:00,None
None,None,None,1967-01-03T00:00:00
1967-01-10T00:00:00,1967-01-18T00:00:00,1967-01-26T00:00:00,1967-02-01T00:00:00
1967-02-09T00:00:00,1967-02-17T00:00:00,1967-02-24T00:00:00,1967-03-03T00:00:00
1967-03-11T00:00:00,1967-03-19T00:00:00,1967-03-26T00:00:00,1967-04-01T00:00:00
1967-04-09T00:00:00,1967-04-17T00:00:00,1967-04-24T00:00:00,1967-05-01T00:00:00
1967-05-09T00:00:00,1967-05-17T00:00:00,1967-05-23T00:00:00,1967-05-30T00:00:00
1967-06-08T00:00:00,1967-06-15T00:00:00,1967-06-22T00:00:00,1967-06-29T00:00:00
1967-07-07T00:00:00,1967-07-14T00:00:00,1967-07-21T00:00:00,1967-07-29T00:00:00
1967-08-05T00:00:00,1967-08-12T00:00:00,1967-08-19T00:00:00,1967-08-28T00:00:00
1967-09-04T00:00:00,1967-09-11T00:00:00,1967-09-18T00:00:00,1967-09-26T00:00:00
1967-10-03T00:00:00,1967-10-10T00:00:00,1967-10-18T00:00:00,1967-10-26T00:00:00
1967-11-02T00:00:00,1967-11-08T00:00:00,1967-11-17T00:00:00,1967-11-24T00:00:00
1967-12-01T00:00:00,1967-12-08T00:00:00,1967-12-16T00:00:00,1967-12-24T00:00:00
1967-12-31T00:00:00,None,None,None
None,1968-01-07T00:00:00,1968-01-15T00:00:00,1968-01-22T00:00:00
1968-01-29T00:00:00,1968-02-06T00:00:00,1968-02-14T00:00:00,1968-02-21T00:00:00
1968-02-28T00:00:00,1968-03-07T00:00:00,1968-03-14T00:00:00,1968-03-21T00:00:00
1968-03-28T00:00:00,1968-04-06T00:00:00,1968-04-13T00:00:00,1968-04-19T00:00:00
1968-04-27T00:00:00,1968-05-05T00:00:00,1968-05-12T00:00:00,1968-05-19T00:00:00
1968-05-27T00:00:00,1968-06-04T00:00:00,1968-06-10T00:00:00,1968-06-17T00:00:00
1968-06-25T00:00:00,1968-07-03T00:00:00,1968-07-10T00:00:00,1968-07-17T00:00:00
1968-07-25T00:00:00,1968-08-01T00:00:00,1968-08-08T00:00:00,1968-08-15T00:00:00
1968-08-23T00:00:00,1968-08-30T00:00:00,1968-09-06T00:00:00,1968-09-14T00:00:00
1968-09-22T00:00:00,1968-09-29T00:00:00,1968-10-06T00:00:00,1968-10-14T00:00:00
1968-10-21T00:00:00,1968-10-28T00:00:00,1968-11-05T00:00:00,1968-11-13T00:00:00
1968-11-20T00:00:00,1968-11-26T00:00:00,1968-12-04T00:00:00,1968-12-12T00:00:00
1968-12-19T00:00:00,1968-12-26T00:00:00,None,None
None,None,1969-01-03T00:00:00,1969-01-11T00:00:00
1969-01-18T00:00:00,1969-01-25T00:00:00,1969-02-02T00:00:00,1969-02-09T00:00:00
1969-02-16T00:00:00,1969-02-24T00:00:00,1969-03-04T00:00:00,1969-03-11T00:00:00
1969-03-18T00:00:00,1969-03-25T00:00:00,1969-04-02T00:00:00,1969-04-09T00:00:00
1969-04-16T00:00:00,1969-04-24T00:00:00,1969-05-02T00:00:00,1969-05-08T00:00:00
1969-05-16T00:00:00,1969-05-24T00:00:00,1969-05-31T00:00:00,1969-06-07T00:00:00
1969-06-14T00:00:00,1969-06-22T00:00:00,1969-06-29T00:00:00,1969-07-06T00:00:00
1969-07-14T00:00:00,1969-07-22T00:00:00,1969-07-28T00:00:00,1969-08-04T00:00:00
1969-08-13T00:00:00,1969-08-20T00:00:00,1969-08-27T00:00:00,1969-09-03T00:00:00
1969-09-11T00:00:00,1969-09-18T00:00:00,1969-09-25T00:00:00,1969-10-03T00:00:00
1969-10-11T00:00:00,1969-10-18T00:00:00,1969-10-25T00:00:00,1969-11-02T00:00:00
1969-11-09T00:00:00,1969-11-16T00:00:00,1969-11-23T00:00:00,1969-12-02T00:00:00
1969-12-09T00:00:00,1969-12-15T00:00:00,1969-12-23T00:00:00,1969-12-31T00:00:00
1970-01-07T00:00:00,1970-01-14T00:00:00,1970-01-22T00:00:00,1970-01-30T00:00:00
1970-02-06T00:00:00,1970-02-13T00:00:00,1970-02-21T00:00:00,1970-02-28T00:00:00
1970-03-07T00:00:00,1970-03-14T00:00:00,1970-03-22T00:00:00,1970-03-30T00:00:00
1970-04-06T00:00:00,1970-04-13T00:00:00,1970-04-21T00:00:00,1970-04-28T00:00:00
1970-05-05T00:00:00,1970-05-13T00:00:00,1970-05-21T00:00:00,1970-05-27T00:00:00
1970-06-03T00:00:00,1970-06-12T00:00:00,1970-06-19T00:00:00,1970-06-26T00:00:00
1970-07-03T00:00:00,1970-07-11T00:00:00,1970-07-18T00:00:00,1970-07-25T00:00:00
1970-08-02T00:00:00,1970-08-10T00:00:00,1970-08-17T00:00:00,1970-08-23T00:00:00
1970-08-31T00:00:00,1970-09-08T00:00:00,1970-09-15T00:00:00,1970-09-22T00:00:00
1970-09-30T00:00:00,1970-10-08T00:00:00,1970-10-14T00:00:00,1970-10-21T00:00:00
1970-10-30T00:00:00,1970-11-06T00:00:00,1970-11-13T00:00:00,1970-11-20T00:00:00
1970-11-28T00:00:00,1970-12-05T00:00:00,1970-12-12T00:00:00,1970-12-20T00:00:00
1970-12-28T00:00:00,None,None,None
None,1971-01-04T00:00:00,1971-01-11T00:00:00,1971-01-19T00:00:00
1971-01-26T00:00:00,1971-02-02T00:00:00,1971-02-10T00:00:00,1971-02-18T00:00:00
1971-02-25T00:00:00,1971-03-03T00:00:00,1971-03-11T00:00:00,1971-03-19T00:00:00
1971-03-26T00:00:00,1971-04-02T00:00:00,1971-04-10T00:00:00,1971-04-18T00:00:00
1971-04-25T00:00:00,1971-05-02T00:00:00,1971-05-10T00:00:00,1971-05-17T00:00:00
1971-05-24T00:00:00,1971-05-31T00:00:00,1971-06-08T00:00:00,1971-06-15T00:00:00
1971-06-22T00:00:00,1971-06-30T00:00:00,1971-07-08T00:00:00,1971-07-15T00:00:00
1971-07-22T00:00:00,1971-07-30T00:00:00,1971-08-06T00:00:00,1971-08-13T00:00:00
1971-08-20T00:00:00,1971-08-28T00:00:00,1971-09-05T00:00:00,1971-09-11T00:00:00
1971-09-19T00:00:00,1971-09-27T00:00:00,1971-10-04T00:00:00,1971-10-11T00:00:00
1971-10-19T00:00:00,1971-10-27T00:00:00,1971-11-02T00:00:00,1971-11-09T00:00:00
1971-11-17T00:00:00,1971-11-25T00:00:00,1971-12-02T00:00:00,1971-12-09T00:00:00
1971-12-17T00:00:00,1971-12-24T00:00:00,1971-12-31T00:00:00,None
None,None,None,1972-01-08T00:00:00
1972-01-16T00:00:00,1972-01-23T00:00:00,1972-01-30T00:00:00,1972-02-07T00:00:00
1972-02-14T00:00:00,1972-02-21T00:00:00,1972-02-29T00:00:00,1972-03-08T00:00:00
1972-03-15T00:00:00,1972-03-21T00:00:00,1972-03-29T00:00:00,1972-04-06T00:00:00
1972-04-13T00:00:00,1972-04-20T00:00:00,1972-04-28T00:00:00,1972-05-06T00:00:00
1972-05-13T00:00:00,1972-05-19T00:00:00,1972-05-28T00:00:00,1972-06-04T00:00:00
1972-06-11T00:00:00,1972-06-18T00:00:00,1972-06-26T00:00:00,1972-07-04T00:00:00
1972-07-10T00:00:00,1972-07-18T00:00:00,1972-07-26T00:00:00,1972-08-02T00:00:00
1972-08-09T00:00:00,1972-08-16T00:00:00,1972-08-24T00:00:00,1972-08-31T00:00:00
1972-09-07T00:00:00,1972-09-15T00:00:00,1972-09-23T00:00:00,1972-09-29T00:00:00
1972-10-07T00:00:00,1972-10-15T00:00:00,1972-10-22T00:00:00,1972-10-29T00:00:00
1972-11-05T00:00:00,1972-11-14T00:00:00,1972-11-20T00:00:00,1972-11-27T00:00:00
1972-12-05T00:00:00,1972-12-13T00:00:00,1972-12-20T00:00:00,1972-12-27T00:00:00
1973-01-04T00:00:00,1973-01-12T00:00:00,1973-01-18T00:00:00,1973-01-26T00:00:00
1973-02-03T00:00:00,1973-02-10T00:00:00,1973-02-17T00:00:00,1973-02-25T00:00:00
1973-03-04T00:00:00,1973-03-11T00:00:00,1973-03-18T00:00:00,1973-03-26T00:00:00
1973-04-03T00:00:00,1973-04-10T00:00:00,1973-04-17T00:00:00,1973-04-25T00:00:00
1973-05-02T00:00:00,1973-05-09T00:00:00,1973-05-17T00:00:00,1973-05-25T00:00:00
1973-06-01T00:00:00,1973-06-07T00:00:00,1973-06-15T00:00:00,1973-06-23T00:00:00
1973-06-30T00:00:00,1973-07-07T00:00:00,1973-07-15T00:00:00,1973-07-23T00:00:00
1973-07-29T00:00:00,1973-08-05T00:00:00,1973-08-13T00:00:00,1973-08-21T00:00:00
1973-08-28T00:00:00,1973-09-04T00:00:00,1973-09-12T00:00:00,1973-09-19T00:00:00
1973-09-26T00:00:00,1973-10-04T00:00:00,1973-10-12T00:00:00,1973-10-18T00:00:00
1973-10-26T00:00:00,1973-11-03T00:00:00,1973-11-10T00:00:00,1973-11-17T00:00:00
1973-11-24T00:00:00,1973-12-02T00:00:00,1973-12-09T00:00:00,1973-12-16T00:00:00
1973-12-24T00:00:00,None,None,None
None,1974-01-01T00:00:00,1974-01-08T00:00:00,1974-01-15T00:00:00
1974-01-23T00:00:00,1974-01-31T00:00:00,1974-02-06T00:00:00,1974-02-13T00:00:00
1974-02-22T00:00:00,1974-03-01T00:00:00,1974-03-08T00:00:00,1974-03-15T00:00:00
1974-03-23T00:00:00,1974-03-30T00:00:00,1974-04-06T00:00:00,1974-04-14T00:00:00
1974-04-22T00:00:00,1974-04-29T00:00:00,1974-05-06T00:00:00,1974-05-14T00:00:00
1974-05-21T00:00:00,1974-05-28T00:00:00,1974-06-04T00:00:00,1974-06-12T00:00:00
1974-06-20T00:00:00,1974-06-26T00:00:00,1974-07-04T00:00:00,1974-07-12T00:00:00
1974-07-19T00:00:00,1974-07-26T00:00:00,1974-08-03T00:00:00,1974-08-10T00:00:00
1974-08-17T00:00:00,1974-08-24T00:00:00,1974-09-01T00:00:00,1974-09-09T00:00:00
1974-09-15T00:00:00,1974-09-23T00:00:00,1974-10-01T00:00:00,1974-10-08T00:00:00
1974-10-15T00:00:00,1974-10-22T00:00:00,1974-10-30T00:00:00,1974-11-06T00:00:00
1974-11-13T00:00:00,1974-11-21T00:00:00,1974-11-29T00:00:00,1974-12-06T00:00:00
1974-12-13T00:00:00,1974-12-21T00:00:00,1974-12-29T00:00:00,None
None,None,None,1975-01-04T00:00:00
1975-01-12T00:00:00,1975-01-20T00:00:00,1975-01-27T00:00:00,1975-02-03T00:00:00
1975-02-11T00:00:00,1975-02-19T00:00:00,1975-02-25T00:00:00,1975-03-04T00:00:00
1975-03-12T00:00:00,1975-03-20T00:00:00,1975-03-27T00:00:00,1975-04-03T00:00:00
1975-04-11T00:00:00,1975-04-19T00:00:00,1975-04-25T00:00:00,1975-05-03T00:00:00
1975-05-11T00:00:00,1975-05-18T00:00:00,1975-05-25T00:00:00,1975-06-01T00:00:00
1975-06-09T00:00:00,1975-06-16T00:00:00,1975-06-23T00:00:00,1975-07-01T00:00:00
1975-07-09T00:00:00,1975-07-15T00:00:00,1975-07-23T00:00:00,1975-07-31T00:00:00
1975-08-07T00:00:00,1975-08-13T00:00:00,1975-08-21T00:00:00,1975-08-29T00:00:00
1975-09-05T00:00:00,1975-09-12T00:00:00,1975-09-20T00:00:00,1975-09-28T00:00:00
1975-10-05T00:00:00,1975-10-11T00:00:00,1975-10-20T00:00:00,1975-10-27T00:00:00
1975-11-03T00:00:00,1975-11-10T00:00:00,1975-11-18T00:00:00,1975-11-26T00:00:00
1975-12-02T00:00:00,1975-12-10T00:00:00,1975-12-18T00:00:00,1975-12-25T00:00:00
1976-01-01T00:00:00,1976-01-09T00:00:00,1976-01-17T00:00:00,1976-01-23T00:00:00
1976-01-31T00:00:00,1976-02-08T00:00:00,1976-02-15T00:00:00,1976-02-22T00:00:00
1976-02-29T00:00:00,1976-03-09T00:00:00,1976-03-15T00:00:00,1976-03-22T00:00:00
1976-03-30T00:00:00,1976-04-07T00:00:00,1976-04-14T00:00:00,1976-04-21T00:00:00
1976-04-29T00:00:00,1976-05-07T00:00:00,1976-05-13T00:00:00,1976-05-20T00:00:00
1976-05-28T00:00:00,1976-06-05T00:00:00,1976-06-12T00:00:00,1976-06-19T00:00:00
1976-06-27T00:00:00,1976-07-04T00:00:00,1976-07-11T00:00:00,1976-07-19T00:00:00
1976-07-26T00:00:00,1976-08-02T00:00:00,1976-08-09T00:00:00,1976-08-17T00:00:00
1976-08-25T00:00:00,1976-09-01T00:00:00,1976-09-08T00:00:00,1976-09-16T00:00:00
1976-09-23T00:00:00,1976-09-30T00:00:00,1976-10-08T00:00:00,1976-10-16T00:00:00
1976-10-23T00:00:00,1976-10-29T00:00:00,1976-11-06T00:00:00,1976-11-14T00:00:00
1976-11-21T00:00:00,1976-11-28T00:00:00,1976-12-06T00:00:00,1976-12-14T00:00:00
1976-12-20T00:00:00,1976-12-28T00:00:00,None,None
None,None,1977-01-05T00:00:00,1977-01-12T00:00:00
1977-01-19T00:00:00,1977-01-27T00:00:00,1977-02-04T00:00:00,1977-02-11T00:00:00
1977-02-18T00:00:00,1977-02-25T00:00:00,1977-03-05T00:00:00,1977-03-12T00:00:00
1977-03-19T00:00:00,1977-03-27T00:00:00,1977-04-04T00:00:00,1977-04-10T00:00:00
1977-04-18T00:00:00,1977-04-26T00:00:00,1977-05-03T00:00:00,1977-05-10T00:00:00
1977-05-17T00:00:00,1977-05-26T00:00:00,1977-06-01T00:00:00,1977-06-08T00:00:00
1977-06-16T00:00:00,1977-06-24T00:00:00,1977-07-01T00:00:00,1977-07-08T00:00:00
1977-07-16T00:00:00,1977-07-23T00:00:00,1977-07-30T00:00:00,1977-08-06T00:00:00
1977-08-14T00:00:00,1977-08-21T00:00:00,1977-08-28T00:00:00,1977-09-05T00:00:00
1977-09-13T00:00:00,1977-09-20T00:00:00,1977-09-27T00:00:00,1977-10-05T00:00:00
1977-10-12T00:00:00,1977-10-19T00:00:00,1977-10-26T00:00:00,1977-11-04T00:00:00
1977-11-11T00:00:00,1977-11-17T00:00:00,1977-11-25T00:00:00,1977-12-03T00:00:00
1977-12-10T00:00:00,1977-12-17T00:00:00,1977-12-25T00:00:00,None
None,None,None,1978-01-02T00:00:00
1978-01-09T00:00:00,1978-01-16T00:00:00,1978-01-24T00:00:00,1978-01-31T00:00:00
1978-02-07T00:00:00,1978-02-14T00:00:00,1978-02-22T00:00:00,1978-03-02T00:00:00
1978-03-08T00:00:00,1978-03-16T00:00:00,1978-03-24T00:00:00,1978-03-31T00:00:00
1978-04-07T00:00:00,1978-04-15T00:00:00,1978-04-23T00:00:00,1978-04-29T00:00:00
1978-05-07T00:00:00,1978-05-15T00:00:00,1978-05-22T00:00:00,1978-05-29T00:00:00
1978-06-05T00:00:00,1978-06-13T00:00:00,1978-06-20T00:00:00,1978-06-27T00:00:00
1978-07-05T00:00:00,1978-07-13T00:00:00,1978-07-20T00:00:00,1978-07-26T00:00:00
1978-08-03T00:00:00,1978-08-11T00:00:00,1978-08-18T00:00:00,1978-08-25T00:00:00
1978-09-02T00:00:00,1978-09-10T00:00:00,1978-09-16T00:00:00,1978-09-24T00:00:00
1978-10-02T00:00:00,1978-10-09T00:00:00,1978-10-16T00:00:00,1978-10-23T00:00:00
1978-10-31T00:00:00,1978-11-07T00:00:00,1978-11-14T00:00:00,1978-11-22T00:00:00
1978-11-30T00:00:00,1978-12-06T00:00:00,1978-12-14T00:00:00,1978-12-22T00:00:00
1978-12-29T00:00:00,None,None,None
None,1979-01-05T00:00:00,1979-01-13T00:00:00,1979-01-21T00:00:00
1979-01-28T00:00:00,1979-02-03T00:00:00,1979-02-11T00:00:00,1979-02-19T00:00:00
1979-02-26T00:00:00,1979-03-05T00:00:00,1979-03-13T00:00:00,1979-03-21T00:00:00
1979-03-27T00:00:00,1979-04-04T00:00:00,1979-04-12T00:00:00,1979-04-19T00:00:00
1979-04-26T00:00:00,1979-05-04T00:00:00,1979-05-11T00:00:00,1979-05-18T00:00:00
1979-05-25T00:00:00,1979-06-02T00:00:00,1979-06-10T00:00:00,1979-06-17T00:00:00
1979-06-24T00:00:00,1979-07-02T00:00:00,1979-07-09T00:00:00,1979-07-16T00:00:00
1979-07-23T00:00:00,1979-08-01T00:00:00,1979-08-08T00:00:00,1979-08-14T00:00:00
1979-08-22T00:00:00,1979-08-30T00:00:00,1979-09-06T00:00:00,1979-09-13T00:00:00
1979-09-21T00:00:00,1979-09-29T00:00:00,1979-10-05T00:00:00,1979-10-12T00:00:00
1979-10-20T00:00:00,1979-10-28T00:00:00,1979-11-04T00:00:00,1979-11-11T00:00:00
1979-11-19T00:00:00,1979-11-26T00:00:00,1979-12-03T00:00:00,1979-12-11T00:00:00
1979-12-19T00:00:00,1979-12-26T00:00:00,None,None
None,None,1980-01-02T00:00:00,1980-01-10T00:00:00
1980-01-17T00:00:00,1980-01-24T00:00:00,1980-01-31T00:00:00,1980-02-09T00:00:00
1980-02-16T00:00:00,1980-02-22T00:00:00,1980-03-01T00:00:00,1980-03-09T00:00:00
1980-03-16T00:00:00,1980-03-23T00:00:00,1980-03-31T00:00:00,1980-04-08T00:00:00
1980-04-15T00:00:00,1980-04-21T00:00:00,1980-04-30T00:00:00,1980-05-07T00:00:00
1980-05-14T00:00:00,1980-05-21T00:00:00,1980-05-29T00:00:00,1980-06-05T00:00:00
1980-06-12T00:00:00,1980-06-20T00:00:00,1980-06-28T00:00:00,1980-07-05T00:00:00
1980-07-12T00:00:00,1980-07-20T00:00:00,1980-07-27T00:00:00,1980-08-03T00:00:00
1980-08-10T00:00:00,1980-08-18T00:00:00,1980-08-26T00:00:00,1980-09-01T00:00:00
1980-09-09T00:00:00,1980-09-17T00:00:00,1980-09-24T00:00:00,1980-10-01T00:00:00
1980-10-08T00:00:00,1980-10-17T00:00:00,1980-10-23T00:00:00,1980-10-30T00:00:00
1980-11-07T00:00:00,1980-11-15T00:00:00,1980-11-22T00:00:00,1980-11-29T00:00:00
1980-12-07T00:00:00,1980-12-14T00:00:00,1980-12-21T00:00:00,1980-12-29T00:00:00
1981-01-06T00:00:00,1981-01-13T00:00:00,1981-01-20T00:00:00,1981-01-28T00:00:00
1981-02-04T00:00:00,1981-02-11T00:00:00,1981-02-18T00:00:00,1981-02-26T00:00:00
1981-03-06T00:00:00,1981-03-12T00:00:00,1981-03-20T00:00:00,1981-03-28T00:00:00
1981-04-04T00:00:00,1981-04-11T00:00:00,1981-04-19T00:00:00,1981-04-27T00:00:00
1981-05-04T00:00:00,1981-05-10T00:00:00,1981-05-18T00:00:00,1981-05-26T00:00:00
1981-06-02T00:00:00,1981-06-09T00:00:00,1981-06-17T00:00:00,1981-06-25T00:00:00
1981-07-01T00:00:00,1981-07-08T00:00:00,1981-07-17T00:00:00,1981-07-24T00:00:00
1981-07-31T00:00:00,1981-08-07T00:00:00,1981-08-15T00:00:00,1981-08-22T00:00:00
1981-08-29T00:00:00,1981-09-06T00:00:00,1981-09-14T00:00:00,1981-09-20T00:00:00
1981-09-28T00:00:00,1981-10-06T00:00:00,1981-10-13T00:00:00,1981-10-20T00:00:00
1981-10-27T00:00:00,1981-11-04T00:00:00,1981-11-11T00:00:00,1981-11-18T00:00:00
1981-11-26T00:00:00,1981-12-04T00:00:00,1981-12-11T00:00:00,1981-12-18T00:00:00
1981-12-26T00:00:00,None,None,None
None,1982-01-03T00:00:00,1982-01-09T00:00:00,1982-01-16T00:00:00
1982-01-25T00:00:00,1982-02-01T00:00:00,1982-02-08T00:00:00,1982-02-15T00:00:00
1982-02-23T00:00:00,1982-03-02T00:00:00,1982-03-09T00:00:00,1982-03-17T00:00:00
1982-03-25T00:00:00,1982-04-01T00:00:00,1982-04-08T00:00:00,1982-04-16T00:00:00
1982-04-23T00:00:00,1982-04-30T00:00:00,1982-05-07T00:00:00,1982-05-16T00:00:00
1982-05-23T00:00:00,1982-05-29T00:00:00,1982-06-06T00:00:00,1982-06-14T00:00:00
1982-06-21T00:00:00,1982-06-28T00:00:00,1982-07-06T00:00:00,1982-07-14T00:00:00
1982-07-20T00:00:00,1982-07-27T00:00:00,1982-08-04T00:00:00,1982-08-12T00:00:00
1982-08-18T00:00:00,1982-08-26T00:00:00,1982-09-03T00:00:00,1982-09-10T00:00:00
1982-09-17T00:00:00,1982-09-25T00:00:00,1982-10-02T00:00:00,1982-10-09T00:00:00
1982-10-16T00:00:00,1982-10-24T00:00:00,1982-11-01T00:00:00,1982-11-08T00:00:00
1982-11-15T00:00:00,1982-11-23T00:00:00,1982-11-30T00:00:00,1982-12-07T00:00:00
1982-12-15T00:00:00,1982-12-23T00:00:00,1982-12-30T00:00:00,None
None,None,None,1983-01-06T00:00:00
1983-01-14T00:00:00,1983-01-22T00:00:00,1983-01-28T00:00:00,1983-02-04T00:00:00
1983-02-12T00:00:00,1983-02-20T00:00:00,1983-02-27T00:00:00,1983-03-06T00:00:00
1983-03-14T00:00:00,1983-03-21T00:00:00,1983-03-28T00:00:00,1983-04-05T00:00:00
1983-04-13T00:00:00,1983-04-20T00:00:00,1983-04-27T00:00:00,1983-05-05T00:00:00
1983-05-12T00:00:00,1983-05-19T00:00:00,1983-05-26T00:00:00,1983-06-03T00:00:00
1983-06-11T00:00:00,1983-06-17T00:00:00,1983-06-25T00:00:00,1983-07-03T00:00:00
1983-07-10T00:00:00,1983-07-16T00:00:00,1983-07-24T00:00:00,1983-08-01T00:00:00
1983-08-08T00:00:00,1983-08-15T00:00:00,1983-08-23T00:00:00,1983-08-31T00:00:00
1983-09-06T00:00:00,1983-09-13T00:00:00,1983-09-22T00:00:00,1983-09-29T00:00:00
1983-10-06T00:00:00,1983-10-13T00:00:00,1983-10-21T00:00:00,1983-10-29T00:00:00
1983-11-04T00:00:00,1983-11-12T00:00:00,1983-11-20T00:00:00,1983-11-27T00:00:00
1983-12-04T00:00:00,1983-12-12T00:00:00,1983-12-19T00:00:00,1983-12-26T00:00:00
1984-01-03T00:00:00,1984-01-11T00:00:00,1984-01-18T00:00:00,1984-01-25T00:00:00
1984-02-01T00:00:00,1984-02-10T00:00:00,1984-02-16T00:00:00,1984-02-23T00:00:00
1984-03-02T00:00:00,1984-03-10T00:00:00,1984-03-17T00:00:00,1984-03-24T00:00:00
1984-04-01T00:00:00,1984-04-09T00:00:00,1984-04-15T00:00:00,1984-04-22T00:00:00
1984-05-01T00:00:00,1984-05-08T00:00:00,1984-05-15T00:00:00,1984-05-22T00:00:00
1984-05-30T00:00:00,1984-06-06T00:00:00,1984-06-13T00:00:00,1984-06-21T00:00:00
1984-06-29T00:00:00,1984-07-05T00:00:00,1984-07-12T00:00:00,1984-07-21T00:00:00
1984-07-28T00:00:00,1984-08-03T00:00:00,1984-08-11T00:00:00,1984-08-19T00:00:00
1984-08-26T00:00:00,1984-09-02T00:00:00,1984-09-10T00:00:00,1984-09-18T00:00:00
1984-09-25T00:00:00,1984-10-01T00:00:00,1984-10-09T00:00:00,1984-10-17T00:00:00
1984-10-24T00:00:00,1984-10-31T00:00:00,1984-11-08T00:00:00,1984-11-16T00:00:00
1984-11-22T00:00:00,1984-11-30T00:00:00,1984-12-08T00:00:00,1984-12-15T00:00:00
1984-12-22T00:00:00,1984-12-30T00:00:00,None,None
None,None,1985-01-06T00:00:00,1985-01-13T00:00:00
1985-01-20T00:00:00,1985-01-29T00:00:00,1985-02-05T00:00:00,1985-02-12T00:00:00
1985-02-19T00:00:00,1985-02-27T00:00:00,1985-03-06T00:00:00,1985-03-13T00:00:00
1985-03-21T00:00:00,1985-03-29T00:00:00,1985-04-05T00:00:00,1985-04-12T00:00:00
1985-04-20T00:00:00,1985-04-28T00:00:00,1985-05-04T00:00:00,1985-05-11T00:00:00
1985-05-19T00:00:00,1985-05-27T00:00:00,1985-06-03T00:00:00,1985-06-10T00:00:00
1985-06-18T00:00:00,1985-06-25T00:00:00,1985-07-02T00:00:00,1985-07-09T00:00:00
1985-07-17T00:00:00,1985-07-24T00:00:00,1985-07-31T00:00:00,1985-08-08T00:00:00
1985-08-16T00:00:00,1985-08-23T00:00:00,1985-08-30T00:00:00,1985-09-07T00:00:00
1985-09-14T00:00:00,1985-09-21T00:00:00,1985-09-28T00:00:00,1985-10-07T00:00:00
1985-10-14T00:00:00,1985-10-20T00:00:00,1985-10-28T00:00:00,1985-11-05T00:00:00
1985-11-12T00:00:00,1985-11-19T00:00:00,1985-11-27T00:00:00,1985-12-05T00:00:00
1985-12-11T00:00:00,1985-12-18T00:00:00,1985-12-27T00:00:00,None
None,None,None,1986-01-03T00:00:00
1986-01-10T00:00:00,1986-01-17T00:00:00,1986-01-25T00:00:00,1986-02-02T00:00:00
1986-02-08T00:00:00,1986-02-16T00:00:00,1986-02-24T00:00:00,1986-03-03T00:00:00
1986-03-10T00:00:00,1986-03-18T00:00:00,1986-03-26T00:00:00,1986-04-01T00:00:00
1986-04-09T00:00:00,1986-04-17T00:00:00,1986-04-24T00:00:00,1986-05-01T00:00:00
1986-05-08T00:00:00,1986-05-16T00:00:00,1986-05-23T00:00:00,1986-05-30T00:00:00
1986-06-07T00:00:00,1986-06-15T00:00:00,1986-06-22T00:00:00,1986-06-28T00:00:00
1986-07-07T00:00:00,1986-07-14T00:00:00,1986-07-21T00:00:00,1986-07-28T00:00:00
1986-08-05T00:00:00,1986-08-12T00:00:00,1986-08-19T00:00:00,1986-08-27T00:00:00
